id,name,type,stars,location,num_of_reviews,שירות הזמן שולחן,לסילבסטר,"פתוח במוצ""ש",פתוח בשבת,מסעדה לא כשרה,קרייזי סאנדיי,Take Away,מסעדות על הים,פתוח בשישי,אזור עישון,Wi-fi,תצוגות אופנה,תערוכות,פתוח בפסח,נגישות לנכים,גישה לתחבורה ציבורית,גינה חיצונית,מסעדה כשרה למהדרין,מסעדות כשרות,קוקטייל,ערבי מחלקה,מסיבות חברה,משלוחים,ציוד הגברה,מסעדה עם חניה חינם,חדר פרטי,מסעדה לאירועים וכנסים,לוקיישן לצילום,הדרכות/סדנאות,ימי הולדת,אירועים קטנים,אירועים עד 150 איש,אפשרות ישיבה בחוץ,מסעדות עם מקרן,בר מסעדה,שירותי קייטרינג,ימי נישואין,ימי כיף,מסעדה עם חניה מוסדרת,אירועים עד 100 איש,מסעדת שף,וידיאו קונפרנס,מקום לאירועים,אירועים עד 50 איש,מסעדה עם הנחות לסטודנטים,הנחות לחיילים,עסק שומר שבת,ישיבות,טאפאס בר,מסיבות עיתונאים,ברים לאירועים,חדרי ישיבות,מזון מהיר,אירועים עד 30 איש,dog friendly,שף עד הבית,הופעות חיות,כנסים,burger club,מסיבות רווקים/רווקות,אוכל מוכן לשבת/ לקחת,אירועים מעל 300 איש,אירועי בוטיק,חתונות,ברית/בריתה,לארוחת סוכות,לראש השנה,24 שעות,"מסעדה כשרה בד""ץ",ספורט בר,מסעדה כפרית,מסעדה עם מרתף יינות,בר-סלט,מסעדה בטבע,יום המשפחה,אירועים עד 20 איש,עם סוכה,ימי גיבוש,הסדרים לעסקים מוסדות ומפעלים,מלונות ובתי הארחה,ימי עיון,אירועים עד 200 איש,מבשלת בירה,אירועים עד 10 איש,Night Life,אירועים עד 300 איש,משלוחים חינם
80329360,בורגר מרקט,מסעדת בשרים,4,,15,,,1,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80345908,שיפודי עזרא ובניו,מסעדת בשרים,,"(31.97398515, 34.809355702605366)",0,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80152173,רודריגז - Rodriguez,מסעדת בשרים,4,"(31.8008466, 35.2107974)",31,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80270772,רונן בשרים,מסעדת בשרים,4,"(32.3200345, 34.8779578)",7,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74900890,הלנה,מסעדת דגים,,,0,,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80189562,בורגרים - Burgerim,מסעדת המבורגרים,3,,1,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80236211,גחלים,מסעדת בשרים,3.5,,23,,,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80339486,קיס - KISS,מסעדת המבורגרים,5,,5,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61946740,המנגל והטאבון,מסעדת בשרים,2,"(32.22014095, 34.994418065862405)",1,,1,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80348035,T-BONE על ההר,מסעדה מזרחית,5,"(33.2619578, 35.7407856)",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80031562,מסעדת גרנדה,ביסטרו,,,0,,1,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80208379,iz cafe איז קפה - iz cafe,בית קפה,4.5,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80288262,שווארמה שאולי,מסעדת בשרים,4,,7,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38104210,סטקיית צדקיהו - tzidkiyahu,מסעדת בשרים,4.5,"(31.7521026, 35.2164828)",6,,,1,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80342957,סומבררו,מסעדה מקסיקנית,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80347860,Bab sharqi,מסעדה דרוזית,5,"(33.26853765, 35.77081336214022)",1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80324935,אווזי חיפה,מסעדת בשרים,4,,4,,1,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80207563,חאלד עדוי,מסעדה מזרחית,2,"(32.7118923, 35.1268417)",1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80332893,אוריגמי סושי,מסעדה אסייאתית,,"(31.9747583, 34.8081592)",0,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11419100,מו ומו הבשריה,מסעדת בשרים,4,"(31.8982022, 34.8104494)",266,,1,,,,,,,1,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80341051,מסעדת עין בוקק,מסעדת בשרים,4.5,"(31.191618, 35.362547)",19,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80305604,קפה קפה,בית קפה,5,"(31.6644874, 34.5730157)",3,,1,1,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80230724,בוקריה,בית קפה,3.5,,29,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
80330683,עתיקא,מסעדת בשרים,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80329802,יאמוס,מסעדת דגים,3,"(32.3286181, 34.8566246)",5,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80345026,שווארמה אבו סאלח,מסעדת בשרים,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80105886,הפי פיש ממילא - Happy Fish,מסעדה ים תיכונית,4.5,,8,,,,,,,1,,,,,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80352990,רק בשר,מסעדת בשרים,,,0,,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80115171,קפהדרציה,מסעדה ים תיכונית,4.5,,39,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80165172,רד בורגר בר  Red Burger Bar נתניה - Red Burger Bar,מסעדת בשרים,3.5,"(32.3301442, 34.8499889)",16,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
80334874,זואי,מסעדה יוונית,,"(32.1781948, 34.8956088)",0,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
80338578,בית מלצ'ט - קפה ומעדניה,ביסטרו,,,0,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
80348625,קנסאי יגאל אלון,מסעדה אסייאתית,,"(32.06887155, 34.79399725)",0,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80349306,מלך החומוס והשווארמה,מסעדה מזרחית,,,0,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75265280,דון ויטו - DON VITO,מסעדה איטלקית,3.5,"(32.0309712, 34.8523936)",98,,,1,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80309199,כפרה - KAPARA,מסעדת המבורגרים,5,"(32.4817375, 34.9652366)",3,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80129241,מסעדת שטרודל - Shtroudl,מסעדה ים תיכונית,4.5,,122,,1,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25740280,איטלקיה בתחנה,מסעדה איטלקית,3.5,"(32.058835099999996, 34.76173752717604)",38,,1,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39321180,החומה הסינית - Chinese Wall,מסעדה סינית,4,"(32.062671, 34.7771146)",38,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80300745,רותס - ROOTS,מסעדת בשרים,4.5,,138,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80323099,צ'אביז - chubby's,מסעדה אמריקאית,5,,3,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40187760,צ'יאנג מאי,מסעדה סינית,3.5,,44,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80054079,בלאק יאס פלאנט - Black,מסעדת בשרים,3.5,"(31.9791744, 34.7463063)",32,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80317226,אמש - EMESH,מסעדה ים תיכונית,4.5,"(32.062118, 34.770808)",5,,,,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80033676,גולדן קורל - Golden Coral,מסעדה ים תיכונית,4.5,,82,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80320003,אלטה - ALETA,מצאתם טעות?,4,,17,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80351363,השיפודיה - גריל ישראלי,מסעדת בשרים,3,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80352784,באפלו מסעדת בשרים,מסעדת בשרים,,,0,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
80199987,נונו - NONO,מסעדה איטלקית,4,"(32.1404955, 34.8743743)",84,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
80342614,MOOD,מסעדה ים תיכונית,4.5,,13,,,,,,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80319912,G27,ביסטרו,2.5,"(32.055922, 34.8142727)",6,1,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101844,אסיה מוניקה - ASIA MONICA,מסעדה אסייאתית,3.5,"(32.133047, 34.8999767)",136,,1,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80133911,אגאדיר - AGADIR,מסעדת המבורגרים,4,"(32.06949, 34.77021)",13,,,,1,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80329688,מול הים,מסעדת בשרים,4.5,"(31.191618, 35.362547)",15,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80339230,מסעדת שהרזאד 37,בית קפה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80346124,כפרה בורגר - KAPARA,מסעדת המבורגרים,,"(29.6691951, 34.9903635)",0,1,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80321578,אצה - סושי בר,מסעדה אסייאתית,4.5,,3,,,1,,,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80131868,מסעדת O2,מסעדת בשרים,5,"(31.7710235, 35.2190009)",4,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
80311087,צ'אנג בה,מסעדה אסייאתית,4.5,,6,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80219179,פדריק - FEDRIK,מסעדת בשרים,4,,26,,,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
80317423,Black&White sushi bar,קייטרינג,,,0,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
80270330,ביגה - BIGA,בית קפה,4,,13,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80340693,אליעזר,חומוס,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80300851,גוטל'ה,ביסטרו,4,"(31.5222933, 34.5958841)",6,,,,,,,1,,1,,,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80321635,פרש דה מרקט - Fresh The Market,מסעדה איטלקית,5,"(32.1710877, 34.9272511)",1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
80344723,גרג,מסעדת בשרים,,"(32.3286181, 34.8566246)",0,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80037220,מרינדו,מסעדת בשרים,3.5,,127,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80185849,אגאדיר  - AGADIR,מסעדת המבורגרים,3,,18,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80240759,איטליאנו דה לה קוסטה - Eataliano,מסעדה איטלקית,4.5,,173,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
80292150,נגיסה סושי בר - NAGISA,מסעדה אסייאתית,4,,4,1,,1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
80309072,יולק Coffee House,בית קפה,5,"(32.1714924, 35.011015)",1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80339692,טאטי - Tatti,ביסטרו,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80322529,איזבלה,מסעדה איטלקית,4,,203,,1,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80292579,מנגאיה גדות,מסעדה אסייאתית,5,,25,,1,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80320439,מסרקיוי מסעדה אתיופית,מסעדה אתיופית,5,"(32.062444, 34.781327)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80281078,בורגר סאלון Burger Saloon ביג קריות - Burger Saloon,מסעדת בשרים,4,,3,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80071120,מסעדת אבו עומר,מסעדת בשרים,,,0,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80228056,פסטורי - pastory,מסעדה איטלקית,4,,19,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80205526,בורגרים - Burgerim,מסעדת המבורגרים,5,,2,,,,,,1,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80222654,רובינא - robina,פאב-בר,3,"(32.071562, 34.779724)",3,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80329599,פיתה רחוב,אוכל רחוב,4.5,,1,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
72549070,דובנוב 8,ביסטרו,3.5,"(32.0744425, 34.783934)",24,,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62095300,גריל עוף,מסעדת בשרים,,"(32.141493, 34.8365582)",0,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80354132,גרציא - בית האוכל של מיכל גרציאני,ביסטרו,,"(32.3619422, 34.9231606)",0,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80289406,לוצ'נה - Luciana,מסעדה איטלקית,4.5,,49,1,,1,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80196590,טקסס ברביקיו - Texas BBQ,מסעדה אמריקאית,4,"(32.0551725, 34.766459)",51,,1,1,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80135968,מסעדת נסרין,מסעדת בשרים,,,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80269026,כולנו - Kulanu,מסעדת בשרים,4.5,"(31.6809555, 34.5705974)",11,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
33774130,לה ואקה לוקה הרצליה,מסעדת בשרים,4.5,"(32.166149, 34.8092663)",17,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80351833,ביגה - BIGA,בית קפה,,,0,,,1,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80194300,אלודיאן,מסעדת בשרים,,,0,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80179420,רביבה וסיליה,ביסטרו,,"(32.0888767, 34.7972581)",0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38384300,הלבנונית באבו גוש,מסעדה מזרחית,2,,49,,1,1,,,,,,,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80142692,בורגר סאלון - Burger Saloon,מסעדת המבורגרים,3.5,,16,,1,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80328882,ביף בעמק,מסעדת בשרים,,"(32.7096854, 35.1363007)",0,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80259070,לחם בשר נמל תל אביב,מסעדת בשרים,,,0,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
80159580,נאו סושי בר - Neo,מסעדה אסייאתית,,"(32.0772212, 34.8140204)",0,,,1,,,,,,1,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80271631,קאן-קאי סושי ומטבח אסייאתי,מסעדה אסייאתית,4,"(32.0928376, 34.9661751)",675,1,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80300842,בלאק - Black,מסעדה אמריקאית,4.5,,5,,1,1,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80248320,בנדורה,מסעדת בשרים,,,0,,,,,,,1,,1,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80200928,ברוניתא,מסעדת קונספט,4.5,,56,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
